"Happiness","NumFriends"
"very_happy",1
"very_happy",1
"very_happy",1
"very_happy",1
"very_happy",1
"very_happy",1
"very_happy",1
"very_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"pretty_happy",1
"not_too_happy",1
"not_too_happy",1
"not_too_happy",1
"not_too_happy",1
"not_too_happy",1
"not_too_happy",1
"not_too_happy",1
"not_too_happy",1
"not_too_happy",1
"not_too_happy",1
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"very_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"pretty_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"not_too_happy",2
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"very_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"pretty_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"not_too_happy",3
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"very_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"pretty_happy",4
"not_too_happy",4
"not_too_happy",4
"not_too_happy",4
"not_too_happy",4
"not_too_happy",4
"not_too_happy",4
"not_too_happy",4
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"very_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"pretty_happy",5
"not_too_happy",5
"not_too_happy",5
"not_too_happy",5
"not_too_happy",5
"not_too_happy",5
"not_too_happy",5
"not_too_happy",5
"not_too_happy",5
"not_too_happy",5
"not_too_happy",5
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"very_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"pretty_happy",6
"not_too_happy",6
"not_too_happy",6
"not_too_happy",6
"not_too_happy",6
"not_too_happy",6
"very_happy",7
"very_happy",7
"pretty_happy",7
"pretty_happy",7
"pretty_happy",7
"pretty_happy",7
"pretty_happy",7
"not_too_happy",7
"not_too_happy",7
"not_too_happy",7
"very_happy",8
"very_happy",8
"very_happy",8
"very_happy",8
"very_happy",8
"very_happy",8
"very_happy",8
"very_happy",8
"pretty_happy",8
"pretty_happy",8
"pretty_happy",8
"pretty_happy",8
"pretty_happy",8
"pretty_happy",8
"pretty_happy",8
"pretty_happy",8
"pretty_happy",8
"not_too_happy",8
"not_too_happy",8
"not_too_happy",8
"very_happy",9
"very_happy",9
"very_happy",9
"pretty_happy",9
"pretty_happy",9
"not_too_happy",9
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"very_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"pretty_happy",10
"not_too_happy",10
"not_too_happy",10
"not_too_happy",10
"not_too_happy",10
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"very_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"pretty_happy",12
"not_too_happy",12
"very_happy",15
"very_happy",15
"very_happy",15
"pretty_happy",15
"pretty_happy",15
"pretty_happy",15
"pretty_happy",15
"pretty_happy",15
"pretty_happy",15
"pretty_happy",15
"pretty_happy",15
"not_too_happy",15
"not_too_happy",15
"very_happy",20
"very_happy",20
"very_happy",20
"very_happy",20
"very_happy",20
"very_happy",20
"very_happy",20
"very_happy",20
"very_happy",20
"pretty_happy",20
"pretty_happy",20
"pretty_happy",20
"pretty_happy",20
"pretty_happy",20
"pretty_happy",20
"pretty_happy",20
"pretty_happy",20
"pretty_happy",20
"pretty_happy",20
"pretty_happy",20
"pretty_happy",20
"pretty_happy",20
"pretty_happy",20
"not_too_happy",20
"not_too_happy",20
"not_too_happy",20
"not_too_happy",20
"very_happy",23
"pretty_happy",24
"very_happy",25
"pretty_happy",25
"pretty_happy",25
"pretty_happy",25
"very_happy",30
"pretty_happy",30
"pretty_happy",30
"not_too_happy",30
"very_happy",40
"very_happy",40
"not_too_happy",40
"pretty_happy",41
"pretty_happy",45
"very_happy",50
"very_happy",50
"very_happy",50
"very_happy",50
"not_too_happy",50
"pretty_happy",60
"very_happy",75
